# Avida population mating display data
# Fri Oct 16 05:43:15 2015
#  1: Update
#  2: Avg mating display A for mating type -1 (undefined)
#  3: Avg mating display A for mating type 0 (female)
#  4: Avg mating display A for mating type 1 (male)
#  5: Avg mating display B for mating type -1 (undefined)
#  6: Avg mating display B for mating type 0 (female)
#  7: Avg mating display B for mating type 1 (male)

0 0 0 0 0 0 0 
25 0 0 0 0 0 0 
50 0 0 0 0 0 0 
75 0 0 0 0 0 0 
100 0 0 0 0 0 0 
125 0 0 0 0 0 0 
150 0 0.0204082 0 0 0 0 
175 0 0.0307692 0 0 0 0 
200 0 0.0434783 0 0 0 0 
225 0 0.0405405 0 0 0 0 
250 0 0.0380952 0.00961538 0 0 0 
275 0 0.0456853 0.0306122 0 0 0 
300 0 0.0428571 0.0358423 0 0 0 
325 0 0.0512048 0.0421687 0 0 0 
350 0 0.0552764 0.0477387 0 0 0 
375 0 0.0664606 0.0557276 0 0 0 
400 0 0.0735568 0.0626168 0 0 0 
425 0 0.0870712 0.0827815 0 0 0 
450 0 0.0997199 0.0923673 0 0 0 
475 0 0.126111 0.0780814 0 0 0 
500 0 0.146763 0.116435 0 0 0 
525 0 0.167037 0.158366 0 0 0 
550 0 0.190716 0.213889 0 0 0 
575 0.214286 0.215289 0.348091 0 0 0 
600 0.357143 0.283072 0.516093 0 0 0 
625 0.4 0.363536 0.640449 0 0 0 
650 0.615385 0.426495 0.761958 0 0 0 
675 1 0.51214 0.872597 0 0 0 
700 0.5 0.558957 0.871162 0 0 0 
725 0.666667 0.605278 1.01105 0 0 0 
750 0.636364 0.652948 0.958124 0 0 0 
775 0.923077 0.700665 1.12675 0 0 0 
800 0.6 0.731987 1.16543 0 0 0 
825 0.833333 0.776185 1.19391 0 0 0 
850 1.21429 0.824287 1.44191 0 0 0 
875 1.3 0.912996 1.45716 0 0 0 
900 0.375 1.1291 1.69471 0 0 0 
925 0.727273 1.29895 1.95946 0 0 0 
950 0.5 0.983014 1.1679 0 0 0 
975 0.8 0.997283 1.28775 0 0 0 
1000 1.4 1.02534 1.44382 0 0 0 
1025 1 1.02533 1.87035 0 0 0 
1050 0.9 1.05441 1.55674 0 0 0 
1075 1.09091 1.11418 1.77252 0 0 0 
1100 1.23077 1.19076 1.95249 0 0 0 
1125 0.888889 1.23 1.40292 0 0 0 
1150 1.07692 1.30101 1.41699 0 0 0 
1175 1 1.34761 1.45819 0 0 0 
1200 0.5 1.38159 1.54901 0 0 0 
1225 1.16667 1.42744 1.56007 0 0 0 
1250 1 1.55354 1.64427 0 0 0 
1275 1.36364 1.70495 1.69983 0 0 0 
1300 1.66667 1.89881 1.78814 0 0 0 
1325 1.75 2.02475 1.82044 0 0 0 
1350 2.6 2.22593 1.90965 0 0 0 
1375 1.75 1.7463 1.97114 0 0 0 
1400 1 1.83269 1.99944 0 0 0 
1425 1.9 1.87341 2.0466 0 0 0 
1450 1.66667 1.96769 2.24707 0 0 0 
1475 1.30769 1.98683 2.52521 0 0 0 
1500 1.5625 2.14079 2.28987 0 0 0 
1525 2.30769 2.34894 2.35137 0 0 0 
1550 2.66667 2.4687 2.424 0 0 0 
1575 2.07692 2.68026 2.48856 0 0 0 
1600 2.66667 2.95259 2.55299 0 0 0 
1625 3.1 2.35718 2.5956 0 0 0 
1650 1.5 2.49478 2.70774 0 0 0 
1675 2 2.56156 3.02069 0 0 0 
1700 2.35294 2.73795 3.11923 0 0 0 
1725 7.375 2.70702 3.02118 0 0 0 
1750 2.4 2.80724 3.39376 0 0 0 
1775 2.83333 2.81469 3.51974 0 0 0 
1800 2.44444 2.97656 3.10784 0 0 0 
1825 2.11111 3.10673 3.33482 0 0 0 
1850 2 3.60778 3.24344 0 0 0 
1875 2.5 4.23689 3.40517 0 0 0 
1900 2.54545 4.62252 3.48189 0 0 0 
1925 2 4.42197 3.61957 0 0 0 
