# Avida Dominant Data
# Fri Oct 16 05:43:15 2015
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 200 0 0 20 0 0 0 0 2.22507e-308 1 200-aaaaa 
25 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
50 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
75 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
100 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
125 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
150 197 789 0.249683 0.00126743 200 200 0 30 0 0 0 0 0.249683 1 200-aaaaa 
175 197 789 0.249683 0.00126743 200 199.985 0 35 0 0 0 0 0.249683 1 200-aaaaa 
200 197 789 0.249683 0.00126743 200 199.964 0 35 0 0 0 0 0.249683 1 200-aaaaa 
225 197 789 0.249683 0.00126743 200 199.95 0 37 0 0 0 0 0.249683 1 200-aaaaa 
250 197 789 0.249683 0.00126743 200 199.941 0 43 0 0 0 0 0.249683 1 200-aaaaa 
275 197 789 0.249683 0.00126743 200 199.932 0 69 0 0 0 0 0.249683 1 200-aaaaa 
300 197 789 0.249683 0.00126743 200 199.908 0 85 0 0 0 0 0.249683 1 200-aaaaa 
325 197 789 0.249683 0.00126743 200 199.882 0 88 1 0 0 0 0.249683 1 200-aaaaa 
350 197 789 0.249683 0.00126743 200 199.863 0 96 0 0 0 0 0.249683 1 200-aaaaa 
375 197 789 0.249683 0.00126743 200 199.851 0 123 1 0 0 0 0.249683 1 200-aaaaa 
400 197 789 0.249683 0.00126743 200 199.847 0 166 8 3 0 0 0.249683 1 200-aaaaa 
425 197 789 0.249683 0.00126743 200 199.848 0 198 9 0 0 2 0.249683 1 200-aaaaa 
450 197 789 0.249683 0.00126743 200 199.848 0 202 0 0 0 0 0.249683 1 200-aaaaa 
475 197 789 0.249683 0.00126743 200 199.848 0 160 1 0 0 1 0.249683 1 200-aaaaa 
500 197 789 0.249683 0.00126743 200 199.848 0 134 10 0 0 2 0.249683 1 200-aaaaa 
525 197 789 0.249683 0.00126743 200 199.847 0 106 1 0 0 0 0.249683 1 200-aaaaa 
550 197 789 0.249683 0.00126743 200 199.85 0 73 1 0 0 0 0.249683 1 200-aaaaa 
575 197 789 0.249683 0.00126743 200 199.85 0 50 0 0 0 0 0.249683 1 200-aaaaa 
600 197 789 0.249683 0.00126743 200 199.851 0 33 0 0 0 0 0.249683 1 200-aaaaa 
625 197 789 0.249683 0.00126743 200 199.85 0 23 0 0 0 0 0.249683 1 200-aaaaa 
650 197 789 0.249683 0.00126743 200 199.851 0 13 0 0 0 0 0.249683 1 200-aaaaa 
675 197 789 0.249683 0.00126743 200 199.851 0 10 0 0 0 0 0.249683 1 200-aaaaa 
700 197 789 0.249683 0.00126743 200 199.851 0 7 0 0 0 0 0.249683 1 200-aaaaa 
725 197 789 0.249683 0.00126743 200 199.851 0 4 0 0 0 0 0.249683 1 200-aaaaa 
750 2548 976 2.61066 0.00102459 199 199.625 0 3 1 0 0 0 2.61066 14080 199-aaaen 
775 2548 976 2.61066 0.00102459 199 199.545 0 3 1 0 0 0 2.61066 14080 199-aaaen 
800 2561 783 3.27075 0.00127714 200 199.2 0 3 0 0 0 0 3.27075 19217 200-aaajg 
825 1960 979 2.00204 0.00102145 199 199 0 3 0 0 0 0 2.00204 15124 199-aaaew 
850 1960 979 2.00204 0.00102145 199 199 0 3 0 0 0 0 2.00204 15124 199-aaaew 
875 1960 779 2.51605 0.0012837 199 199 0 4 0 0 0 0 2.51605 23331 199-aaafg 
900 1960 779 2.51605 0.0012837 199 198.9 0 4 0 0 0 0 2.51605 23331 199-aaafg 
925 1960 779 2.51605 0.0012837 199 198.846 0 3 0 0 0 0 2.51605 23331 199-aaafg 
950 1960 779 2.51605 0.0012837 199 198.813 0 3 0 0 0 0 2.51605 23331 199-aaafg 
975 2535 772 3.28368 0.00129534 199 199 0 3 0 0 0 0 3.28368 28582 199-aaafv 
1000 1960 778 2.51928 0.00128535 199 199.167 0 4 0 0 0 0 2.51928 11834 199-aaaec 
1025 2522 974 2.58932 0.00102669 199 199 0 3 0 0 0 0 2.58932 33192 199-aaaga 
1050 1372 980 1.4 0.00102041 199 199.4 0 3 0 0 0 0 1.4 11309 199-aaagc 
1075 1950 778 2.50643 0.00128535 200 199.857 0 3 0 0 0 0 2.50643 35693 200-aaajv 
1100 2470 769 3.21196 0.00130039 199 198 0 3 0 0 0 0 3.21196 38298 199-aaagi 
1125 2470 769 3.21196 0.00130039 199 198.111 0 3 0 0 0 0 3.21196 38298 199-aaagi 
1150 2561 782 3.27494 0.00127877 200 200.5 0 3 0 0 0 0 3.27494 39021 200-aaakb 
1175 2561 778 3.29177 0.00128535 200 199.286 0 3 0 0 0 0 3.29177 43190 200-aaakc 
1200 2561 778 3.29177 0.00128535 200 199.3 0 3 0 0 0 0 3.29177 43190 200-aaakc 
1225 2275 748 3.04144 0.0013369 199 199.667 0 3 0 0 0 0 3.04144 49380 199-aaagr 
1250 1379 782 1.76343 0.00127877 200 199 0 3 0 0 0 0 1.76343 31771 200-aaake 
1275 2548 970 2.6268 0.00103093 199 199 0 2 0 0 0 0 2.6268 51448 199-aaags 
