# Avida population female mate preference histogram
# Fri Oct 16 05:43:15 2015
#  1: Update
#  2: Random
#  3: Highest display A
#  4: Highest display B
#  5: Highest merit

0 10 10 0 0 
25 10 10 0 0 
50 10 10 0 0 
75 10 10 0 0 
100 10 10 0 0 
125 13 13 0 0 
150 25 24 0 0 
175 32 33 0 0 
200 34 35 0 0 
225 36 38 0 0 
250 52 53 0 0 
275 97 100 0 0 
300 132 148 0 0 
325 160 172 0 0 
350 189 209 0 0 
375 310 337 0 0 
400 519 555 0 0 
425 724 792 0 0 
450 817 968 0 0 
475 845 955 0 0 
500 854 938 0 0 
525 830 972 0 0 
550 818 970 0 0 
575 750 1029 0 0 
600 668 1116 0 0 
625 593 1217 0 0 
650 537 1252 0 0 
675 484 1287 0 0 
700 478 1286 0 0 
725 462 1319 0 0 
750 472 1326 0 0 
775 470 1334 0 0 
800 464 1368 0 0 
825 459 1355 0 0 
850 440 1347 0 0 
875 456 1360 0 0 
900 459 1338 0 0 
925 445 1368 0 0 
950 448 1377 0 0 
975 477 1363 0 0 
1000 452 1363 0 0 
1025 450 1366 0 0 
1050 449 1352 0 0 
1075 462 1351 0 0 
1100 469 1350 0 0 
1125 467 1333 0 0 
1150 478 1296 0 0 
1175 505 1293 0 0 
1200 512 1270 0 0 
1225 528 1243 0 0 
1250 554 1267 0 0 
1275 570 1250 0 0 
1300 543 1226 0 0 
1325 540 1238 0 0 
1350 561 1236 0 0 
1375 563 1262 0 0 
1400 584 1233 0 0 
1425 599 1210 0 0 
1450 596 1199 0 0 
1475 603 1219 0 0 
1500 591 1206 0 0 
1525 613 1181 0 0 
1550 620 1185 0 0 
1575 672 1167 0 0 
1600 642 1172 0 0 
1625 624 1193 0 0 
1650 636 1183 0 0 
1675 626 1169 0 0 
1700 586 1177 0 0 
1725 580 1171 0 0 
1750 579 1190 0 0 
1775 564 1206 0 0 
1800 579 1213 0 0 
1825 565 1234 0 0 
1850 585 1215 0 0 
1875 578 1195 0 0 
1900 584 1183 0 0 
1925 595 1180 0 0 
1950 574 1214 0 0 
1975 582 1188 0 0 
2000 588 1209 0 0 
2025 587 1225 0 0 
2050 577 1245 0 0 
2075 563 1252 0 0 
2100 559 1269 0 0 
2125 535 1280 0 0 
2150 548 1289 0 0 
2175 559 1286 0 0 
