# Avida population female mate preference histogram
# Fri Oct 16 05:25:35 2015
#  1: Update
#  2: Random
#  3: Highest display A
#  4: Highest display B
#  5: Highest merit

0 10 10 0 0 
25 10 10 0 0 
50 10 10 0 0 
75 10 10 0 0 
100 10 10 0 0 
125 13 14 0 0 
150 25 22 0 0 
175 30 26 0 0 
200 32 27 0 0 
225 35 29 0 0 
250 54 45 0 0 
275 95 80 0 0 
300 132 107 0 0 
325 155 117 0 0 
350 182 155 0 0 
375 307 259 0 0 
400 525 411 0 0 
425 716 551 0 0 
450 1008 789 0 0 
475 1026 750 0 0 
500 1036 759 0 0 
525 1028 793 0 0 
550 1046 781 0 0 
575 1098 727 0 0 
600 1125 663 0 0 
625 1167 643 0 0 
650 1221 601 0 0 
675 1260 574 0 0 
700 1228 575 0 0 
725 1242 559 0 0 
750 1271 540 0 0 
775 1265 527 0 0 
800 1261 549 0 0 
825 1302 521 0 0 
850 1309 481 0 0 
875 1343 474 0 0 
900 1349 457 0 0 
925 1381 421 0 0 
950 1377 413 0 0 
975 1417 410 0 0 
1000 1455 393 0 0 
1025 1463 357 0 0 
1050 1455 346 0 0 
1075 1442 359 0 0 
1100 1461 346 0 0 
1125 1484 331 0 0 
1150 1488 309 0 0 
1175 1473 312 0 0 
1200 1489 321 0 0 
1225 1454 327 0 0 
1250 1500 315 0 0 
1275 1513 314 0 0 
1300 1492 335 0 0 
1325 1486 354 0 0 
1350 1457 351 0 0 
1375 1439 374 0 0 
1400 1442 369 0 0 
1425 1432 379 0 0 
1450 1411 369 0 0 
1475 1419 364 0 0 
1500 1443 370 0 0 
1525 1448 350 0 0 
1550 1433 367 0 0 
1575 1438 371 0 0 
1600 1439 381 0 0 
1625 1450 367 0 0 
1650 1436 371 0 0 
1675 1418 344 0 0 
1700 1443 350 0 0 
1725 1444 352 0 0 
1750 1436 362 0 0 
1775 1455 351 0 0 
1800 1437 373 0 0 
1825 1437 356 0 0 
1850 1429 358 0 0 
1875 1432 335 0 0 
1900 1445 353 0 0 
1925 1442 371 0 0 
1950 1468 343 0 0 
1975 1467 337 0 0 
2000 1460 344 0 0 
2025 1478 332 0 0 
2050 1452 320 0 0 
2075 1429 345 0 0 
2100 1427 332 0 0 
2125 1437 338 0 0 
2150 1465 339 0 0 
