# Avida population female mate preference histogram
# Fri Oct 16 06:01:46 2015
#  1: Update
#  2: Random
#  3: Highest display A
#  4: Highest display B
#  5: Highest merit

0 10 10 0 0 
25 10 10 0 0 
50 10 10 0 0 
75 10 10 0 0 
100 10 11 0 0 
125 14 13 0 0 
150 23 24 0 0 
175 27 27 0 0 
200 27 31 0 0 
225 30 33 0 0 
250 47 49 0 0 
275 76 88 0 0 
300 104 124 0 0 
325 116 152 0 0 
350 152 173 0 0 
375 257 291 0 0 
400 397 488 0 0 
425 511 722 0 0 
450 799 969 0 0 
475 780 995 0 0 
500 721 1055 0 0 
525 677 1088 0 0 
550 766 1011 0 0 
575 793 1003 0 0 
600 804 984 0 0 
625 858 934 0 0 
650 873 901 0 0 
675 908 870 0 0 
700 921 871 0 0 
725 970 828 0 0 
750 1011 788 0 0 
775 1070 728 0 0 
800 1119 682 0 0 
825 1168 632 0 0 
850 1172 628 0 0 
875 1192 637 0 0 
900 1201 588 0 0 
925 1223 603 0 0 
950 1250 602 0 0 
975 1256 570 0 0 
1000 1266 555 0 0 
1025 1253 551 0 0 
1050 1228 558 0 0 
1075 1201 564 0 0 
1100 1217 555 0 0 
1125 1217 548 0 0 
1150 1238 535 0 0 
1175 1215 522 0 0 
1200 1226 530 0 0 
1225 1220 559 0 0 
1250 1208 567 0 0 
1275 1246 571 0 0 
1300 1224 595 0 0 
1325 1250 551 0 0 
1350 1231 562 0 0 
1375 1244 588 0 0 
1400 1231 595 0 0 
1425 1205 602 0 0 
1450 1203 595 0 0 
1475 1228 606 0 0 
1500 1218 606 0 0 
1525 1221 598 0 0 
1550 1205 616 0 0 
1575 1178 610 0 0 
1600 1174 633 0 0 
1625 1218 583 0 0 
1650 1224 585 0 0 
1675 1234 580 0 0 
1700 1222 594 0 0 
1725 1202 615 0 0 
1750 1206 627 0 0 
1775 1183 651 0 0 
1800 1203 610 0 0 
1825 1191 606 0 0 
1850 1196 623 0 0 
1875 1197 613 0 0 
1900 1192 600 0 0 
1925 1205 606 0 0 
1950 1208 626 0 0 
1975 1187 616 0 0 
2000 1205 590 0 0 
2025 1199 587 0 0 
2050 1218 606 0 0 
2075 1248 593 0 0 
2100 1225 569 0 0 
2125 1238 551 0 0 
2150 1253 539 0 0 
2175 1273 510 0 0 
