# Avida population female mate preference histogram
# Fri Oct 16 05:04:26 2015
#  1: Update
#  2: Random
#  3: Highest display A
#  4: Highest display B
#  5: Highest merit

0 10 10 0 0 
25 10 10 0 0 
50 10 11 0 0 
75 10 11 0 0 
100 10 12 0 0 
125 13 14 0 0 
150 23 26 0 0 
175 26 37 0 0 
200 26 40 0 0 
225 28 44 0 0 
250 42 63 0 0 
275 74 113 0 0 
300 99 168 0 0 
325 114 202 0 0 
350 150 250 0 0 
375 266 410 0 0 
400 414 692 0 0 
425 562 947 0 0 
450 676 1105 0 0 
475 698 1087 0 0 
500 653 1147 0 0 
525 686 1096 0 0 
550 736 1061 0 0 
575 748 1034 0 0 
600 768 1001 0 0 
625 794 981 0 0 
650 766 1047 0 0 
675 696 1124 0 0 
700 616 1189 0 0 
725 606 1206 0 0 
750 564 1239 0 0 
775 560 1273 0 0 
800 514 1321 0 0 
825 507 1314 0 0 
850 490 1330 0 0 
875 456 1360 0 0 
900 431 1382 0 0 
925 440 1372 0 0 
950 407 1397 0 0 
975 393 1402 0 0 
1000 413 1382 0 0 
1025 400 1387 0 0 
1050 377 1413 0 0 
1075 370 1456 0 0 
1100 363 1485 0 0 
1125 359 1451 0 0 
1150 339 1455 0 0 
1175 348 1431 0 0 
1200 373 1405 0 0 
1225 386 1426 0 0 
1250 381 1427 0 0 
1275 369 1459 0 0 
1300 372 1417 0 0 
1325 377 1431 0 0 
1350 388 1437 0 0 
1375 397 1384 0 0 
1400 381 1405 0 0 
1425 407 1404 0 0 
1450 380 1391 0 0 
1475 398 1396 0 0 
1500 406 1356 0 0 
1525 398 1354 0 0 
1550 392 1378 0 0 
1575 413 1383 0 0 
1600 421 1365 0 0 
1625 427 1389 0 0 
1650 425 1365 0 0 
1675 426 1400 0 0 
1700 426 1413 0 0 
1725 444 1376 0 0 
1750 449 1372 0 0 
1775 450 1380 0 0 
1800 475 1353 0 0 
1825 477 1335 0 0 
1850 474 1345 0 0 
1875 467 1357 0 0 
1900 470 1330 0 0 
1925 476 1339 0 0 
1950 499 1326 0 0 
1975 512 1270 0 0 
2000 505 1272 0 0 
2025 517 1282 0 0 
2050 546 1233 0 0 
2075 539 1218 0 0 
2100 558 1194 0 0 
2125 557 1205 0 0 
2150 592 1198 0 0 
