# Avida population mating display data
# Fri Oct 16 05:04:26 2015
#  1: Update
#  2: Avg mating display A for mating type -1 (undefined)
#  3: Avg mating display A for mating type 0 (female)
#  4: Avg mating display A for mating type 1 (male)
#  5: Avg mating display B for mating type -1 (undefined)
#  6: Avg mating display B for mating type 0 (female)
#  7: Avg mating display B for mating type 1 (male)

0 0 0 0 0 0 0 
25 0 0 0 0 0 0 
50 0 0 0 0 0 0 
75 0 0 0 0 0 0 
100 0 0 0 0 0 0 
125 0 0 0 0 0 0 
150 0 0 0.0204082 0 0 0 
175 0 0.015873 0.016129 0 0 0 
200 0 0.0151515 0.0153846 0 0 0 
225 0 0.0138889 0.0140845 0 0 0 
250 0 0.0380952 0.0190476 0 0 0 
275 0 0.0374332 0.027027 0 0 0 
300 0 0.0486891 0.0418251 0 0 0 
325 0 0.056962 0.0479233 0 0 0 
350 0.333333 0.0725 0.0477387 0 0 0 
375 0.333333 0.0680473 0.183161 0 0 0 
400 0.125 0.0723327 0.351449 0 0 0 
425 0.2 0.0894632 0.466578 0 0 0 
450 0.333333 0.110612 0.574033 0 0 0 
475 0.0714286 0.103641 0.128262 0 0 0 
500 0 0.130556 0.143656 0 0 0 
525 0 0.152637 0.24073 0 0 0 
550 0 0.16305 0.18593 0 0 0 
575 0 0.20202 0.299226 0 0 0 
600 0.0769231 0.243075 0.468647 0 0 0 
625 0.1 0.354366 0.592287 0 0 0 
650 0.583333 0.501931 0.690704 0 0 0 
675 0.2 0.629121 0.849014 0 0 0 
700 0.6 0.755679 0.856425 0 0 0 
725 0.75 0.897351 1.02472 0 0 0 
750 1.3 1.07321 1.13766 0 0 0 
775 1 1.07365 1.24515 0 0 0 
800 1.33333 1.19237 1.29784 0 0 0 
825 1 1.29874 1.41156 0 0 0 
850 0.7 1.37747 1.50621 0 0 0 
875 0.333333 1.42291 1.61577 0 0 0 
900 0.727273 1.52565 1.68412 0 0 0 
925 0.857143 1.64514 1.81022 0 0 0 
950 0.7 1.71175 1.83651 0 0 0 
975 1.57143 1.74763 1.93993 0 0 0 
1000 2.5 1.82841 2.0517 0 0 0 
1025 1.66667 1.92781 2.19203 0 0 0 
1050 1 2.07654 2.14167 0 0 0 
1075 1.11111 2.13746 2.28102 0 0 0 
1100 1.42857 2.15152 2.25616 0 0 0 
1125 1.16667 2.2558 2.28346 0 0 0 
1150 2.6 2.34838 2.49053 0 0 0 
1175 2.66667 2.41709 2.51295 0 0 0 
1200 2.2 2.49888 2.65217 0 0 0 
1225 2.6 2.61203 2.80538 0 0 0 
1250 1.90909 2.68805 2.77653 0 0 0 
1275 3 2.92068 2.96491 0 0 0 
1300 3 3.11235 2.95278 0 0 0 
1325 1.8125 2.83075 2.96284 0 0 0 
1350 2 2.8937 3.14229 0 0 0 
1375 2.4 2.93206 3.27363 0 0 0 
1400 2 3.10246 3.36828 0 0 0 
1425 2.18182 3.08283 3.21091 0 0 0 
1450 2.14286 3.18859 3.36474 0 0 0 
1475 2.8 3.24303 3.49555 0 0 0 
1500 2.84615 3.33541 3.71014 0 0 0 
1525 4 3.50285 4.03535 0 0 0 
1550 3.25 3.58249 3.75631 0 0 0 
1575 3.3 3.56292 3.7553 0 0 0 
1600 4 3.59406 3.81642 0 0 0 
1625 4.2 3.69824 4.03777 0 0 0 
1650 4.44444 3.78212 4.09439 0 0 0 
1675 3.4 3.86309 4.16837 0 0 0 
1700 1.83333 3.86079 4.17269 0 0 0 
1725 5 4.01484 4.20824 0 0 0 
1750 3.11111 4.29929 4.25876 0 0 0 
1775 4.66667 4.40765 4.34014 0 0 0 
1800 2.58333 4.10996 4.39886 0 0 0 
1825 4.1 4.1777 4.44657 0 0 0 
1850 3.875 4.442 4.5894 0 0 0 
1875 2.22222 4.49068 4.70345 0 0 0 
1900 3.55556 4.625 4.88554 0 0 0 
