# Avida Dominant Data
# Fri Oct 16 06:18:44 2015
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 200 0 0 20 0 0 0 0 2.22507e-308 1 200-aaaaa 
25 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
50 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
75 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
100 197 789 0.249683 0.00126743 200 200 0 20 0 0 0 0 0.249683 1 200-aaaaa 
125 197 789 0.249683 0.00126743 200 200 0 24 0 0 0 0 0.249683 1 200-aaaaa 
150 197 789 0.249683 0.00126743 200 200 0 34 0 0 0 0 0.249683 1 200-aaaaa 
175 197 789 0.249683 0.00126743 200 199.978 0 38 0 0 0 0 0.249683 1 200-aaaaa 
200 197 789 0.249683 0.00126743 200 199.96 0 39 0 0 0 0 0.249683 1 200-aaaaa 
225 197 789 0.249683 0.00126743 200 199.94 0 41 0 0 0 0 0.249683 1 200-aaaaa 
250 197 789 0.249683 0.00126743 200 199.926 0 58 0 0 0 0 0.249683 1 200-aaaaa 
275 197 789 0.249683 0.00126743 200 199.92 0 82 0 0 0 0 0.249683 1 200-aaaaa 
300 197 789 0.249683 0.00126743 200 199.909 0 93 1 1 0 0 0.249683 1 200-aaaaa 
325 197 789 0.249683 0.00126743 200 199.903 0 98 3 1 0 0 0.249683 1 200-aaaaa 
350 197 789 0.249683 0.00126743 200 199.9 0 114 0 0 0 0 0.249683 1 200-aaaaa 
375 197 789 0.249683 0.00126743 200 199.902 0 165 1 0 0 0 0.249683 1 200-aaaaa 
400 197 789 0.249683 0.00126743 200 199.905 0 217 7 2 0 4 0.249683 1 200-aaaaa 
425 197 789 0.249683 0.00126743 200 199.904 0 252 7 5 0 1 0.249683 1 200-aaaaa 
450 197 789 0.249683 0.00126743 200 199.901 0 321 0 0 0 0 0.249683 1 200-aaaaa 
475 197 789 0.249683 0.00126743 200 199.896 0 296 3 1 0 1 0.249683 1 200-aaaaa 
500 197 789 0.249683 0.00126743 200 199.889 0 244 13 2 0 1 0.249683 1 200-aaaaa 
525 197 789 0.249683 0.00126743 200 199.885 0 191 0 0 0 0 0.249683 1 200-aaaaa 
550 197 789 0.249683 0.00126743 200 199.885 0 166 0 0 0 0 0.249683 1 200-aaaaa 
575 197 789 0.249683 0.00126743 200 199.887 0 125 0 0 0 0 0.249683 1 200-aaaaa 
600 197 789 0.249683 0.00126743 200 199.887 0 90 0 0 0 0 0.249683 1 200-aaaaa 
625 197 789 0.249683 0.00126743 200 199.885 0 74 0 0 0 0 0.249683 1 200-aaaaa 
650 197 789 0.249683 0.00126743 200 199.886 0 60 0 0 0 0 0.249683 1 200-aaaaa 
675 197 789 0.249683 0.00126743 200 199.885 0 50 0 0 0 0 0.249683 1 200-aaaaa 
700 197 988 0.199393 0.00101215 200 199.982 0 46 0 0 0 0 0.199393 3 200-aaaab 
725 197 988 0.199393 0.00101215 200 199.982 0 42 0 0 0 0 0.199393 3 200-aaaab 
750 197 988 0.199393 0.00101215 200 199.982 0 34 0 0 0 0 0.199393 3 200-aaaab 
775 197 988 0.199393 0.00101215 200 199.982 0 27 1 0 0 0 0.199393 3 200-aaaab 
800 197 988 0.199393 0.00101215 200 199.984 0 18 0 0 0 0 0.199393 3 200-aaaab 
825 197 988 0.199393 0.00101215 200 199.982 0 14 1 0 0 0 0.199393 3 200-aaaab 
850 197 988 0.199393 0.00101215 200 199.982 0 11 0 0 0 0 0.199393 3 200-aaaab 
875 197 988 0.199393 0.00101215 200 199.983 0 8 0 0 0 0 0.199393 3 200-aaaab 
900 197 988 0.199393 0.00101215 200 199.983 0 7 0 0 0 0 0.199393 3 200-aaaab 
925 197 988 0.199393 0.00101215 200 199.983 0 4 0 0 0 0 0.199393 3 200-aaaab 
950 197 988 0.199393 0.00101215 200 199.983 0 4 0 0 0 0 0.199393 3 200-aaaab 
975 1970 984 2.00203 0.00101626 200 200 0 3 0 0 0 0 2.00203 16699 200-aaakh 
1000 2574 1185 2.17215 0.000843882 200 201.4 0 3 0 0 0 0 2.17215 14089 200-aaajw 
1025 2561 1183 2.16484 0.000845309 200 200 0 4 0 0 0 0 2.16484 16615 200-aaakn 
1050 1970 982 2.00611 0.00101833 200 200 0 4 0 0 0 0 2.00611 18255 200-aaakq 
1075 1365 978 1.39571 0.00102249 200 200 0 3 0 0 0 0 1.39571 20717 200-aaaku 
1100 1365 978 1.39571 0.00102249 200 200 0 3 0 0 0 0 1.39571 20717 200-aaaku 
1125 1365 978 1.39571 0.00102249 200 200 0 3 1 0 0 0 1.39571 20717 200-aaaku 
1150 1365 978 1.39571 0.00102249 200 200 0 3 0 0 0 0 1.39571 20717 200-aaaku 
1175 2574 1184 2.17399 0.000844595 200 200.667 0 3 0 0 0 0 2.17399 26713 200-aaalc 
1200 2574 1182 2.17766 0.000846024 200 200 0 3 0 0 0 0 2.17766 23000 200-aaale 
1225 2561 780 3.28333 0.00128205 200 199.5 0 2 0 0 0 0 3.28333 28612 200-aaalf 
1250 2574 1184 2.17399 0.000844595 200 200.556 0 3 0 0 0 0 2.17399 26713 200-aaalc 
1275 2574 1184 2.17399 0.000844595 200 200.5 0 3 1 0 0 0 2.17399 26713 200-aaalc 
1300 2574 1184 2.17399 0.000844595 200 200.583 0 3 0 0 0 0 2.17399 26713 200-aaalc 
